question,intent,difficulty,domain,lang,original_index,practice_area,region,firm_name,eval_pass,eval_score,eval_reason,eval_timestamp,eval_raw
의료헬스케어법무 관련 시설규모 통계를 2019-2023년 기간으로 정리해주세요,정보조회,보통,동래,KO,573,의료헬스케어법무,부산연제구,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:20.942149,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2019-2023년 동안 경남 개인정보보호 변호사 고객대응품질 평균은?,정보조회,보통,동래,KO,574,개인정보보호,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:22.178266,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
팬데믹이후 기준 양산 개인정보보호 분야의 변호사인원를 알려줘요,정보조회,보통,동래,KO,575,개인정보보호,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:23.409611,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
경남 지역 조세법무 전문가를 찾고 있어요,정보조회,쉬움,동래,KO,576,조세법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:24.641334,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2024년 동안 김해 개인정보보호 변호사 시설규모 평균은?,정보조회,보통,동래,KO,577,개인정보보호,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:25.905699,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
개인정보보호 관련 서비스품질와 절차를 부산 기준으로 설명해주세요,거래상담,보통,동래,KO,578,개인정보보호,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:27.128578,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산 개인정보보호 분야 고객만족도 현황을 2025년 기준으로 알려줘요,정보조회,보통,동래,KO,579,개인정보보호,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:28.380015,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산에서 개인정보보호 전문 변호사의 착수금와 KISDI 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,580,개인정보보호,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:29.785538,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2024년 기준 부산 의료헬스케어법무 분야의 승소율를 알려줘요,정보조회,보통,동래,KO,581,의료헬스케어법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:31.020721,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부동산법무 사건의 착수금 기준과 창원 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,거래상담,보통,동래,KO,582,부동산법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:32.241004,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
양산에서 부동산법무 전문 변호사의 서비스품질와 부산지방법원 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,583,부동산법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:33.513723,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2024년 기준 창원 금융법무 분야의 지원인력를 알려줘요,정보조회,보통,동래,KO,584,금융법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:34.783583,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2024년 기준 부산 부동산법무 분야의 총비용를 알려줘요,정보조회,보통,동래,KO,585,부동산법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:36.032733,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
기업법무 관련 총비용와 절차를 부산 기준으로 설명해주세요,거래상담,보통,동래,KO,586,기업법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:37.327489,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
김해 기업법무 분야 착수금 현황을 팬데믹이후 기준으로 알려줘요,정보조회,보통,동래,KO,587,기업법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:38.847730,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산 계약법무 분야 변호사인원 현황을 2019-2023년 기준으로 알려줘요,정보조회,보통,동래,KO,588,계약법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:40.270327,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산연제구에서 의료헬스케어법무 전문 변호사의 성공보수와 부산법원 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,589,의료헬스케어법무,부산연제구,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:41.814137,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
최근3년 기준 부산 조세법무 변호사 사건처리속도 평균은?,거래상담,보통,동래,KO,590,조세법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:43.134610,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
경남에서 조세법무 전문 변호사의 고객대응품질와 부산법원 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,591,조세법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:44.505877,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산에서 부동산법무 전문 변호사의 고객만족도와 법원행정처 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,592,부동산법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:45.794314,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
김해 의료헬스케어법무 분야 전문인력 현황을 팬데믹이후 기준으로 알려줘요,정보조회,보통,동래,KO,593,의료헬스케어법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:47.263332,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
팬데믹이후 기준 울산 형사법무 분야의 성공보수를 알려줘요,정보조회,보통,동래,KO,594,형사법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:48.591704,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
양산에서 형사법무 전문 변호사의 시장점유율와 부산변협 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,595,형사법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:49.995612,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
개인정보보호 관련 총비용 통계를 팬데믹이후 기간으로 정리해주세요,정보조회,보통,동래,KO,596,개인정보보호,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:51.450429,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
최근5년 기준 부산 부동산법무 분야의 시간당비용를 알려줘요,정보조회,보통,동래,KO,597,부동산법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:53.188855,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2019-2023년 동안 부산 기업법무 변호사 승소율 평균은?,정보조회,보통,동래,KO,598,기업법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:54.432731,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
팬데믹이후 기준 울산 기업법무 분야의 고객대응품질를 알려줘요,정보조회,보통,동래,KO,599,기업법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:55.699637,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
환경법무 관련 해결율 통계를 최근3년 기간으로 정리해주세요,정보조회,보통,동래,KO,600,환경법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:57.050279,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2024년 기준 부산 IT통신법무 분야의 파트너수를 알려줘요,정보조회,보통,동래,KO,601,IT통신법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:20:58.390771,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
